低素质就是低素质，或许你可以换个词，低情商，或者你再换个词，美帝走狗,辱骂,
日本女优多,歧视,
被一个卖苦力踢球的惹得大怒，这是悲哀的。——庄子,辱骂,
狗腿子,辱骂,
为了一个小哟西可把你急哭了舔死了,辱骂,
哈哈哈中国球迷世界上膝盖最软的,辱骂,
梅西就是牲口,辱骂,
梅西这个人，非常亲以色列、亲犹太人，他曾专门到过以色列哭墙做过祈祷。一般人不会这么干，而这么干的目的就是想加入核心犹太人圈子。,歧视,
屌佢老味琴日见到哟西话自己腹股沟不适真係想问声佢係咪烂春袋，去到嘎仔底盘精神到嗨咁，搵嗨屎信你，正柒头,辱骂,
犹太人梅西,歧视,
一流的香港二流的比赛下流的梅稀,辱骂,
?捏嫲，退钱！,辱骂,
没必要平息了，只是个过期的犹太肖子而已。平息是为了什么？都是废了没什么价值的人了，难道是为了继续割球迷韭菜么？,歧视,
查清楚了，梅西是日本的后裔，阿根廷太多日本人了，不打激素，就和日本天皇差不多高,歧视,
我早就看梅西面相不像个好人了，真的就是出生,辱骂,
那么喜欢小日本就去多喝点废核水,歧视,
让梅狗别再来中国不欢迎,辱骂,
南美乡下佬，死返阿根廷啦,歧视,
他就是条犹太人的狗让他咬哪他咬哪,歧视,
呦西呦西一会儿开踢先发道歉装个小芘,辱骂,
这个小日子这么有名吗，都知道他是鸭子,辱骂,
是这只duck治好了梅子的括约肌和腹股沟，所以才这么开心亲密。没看在hk连特首都拒绝握手吗？那时候梅子下面很疼呢。,色情污秽,
梅西球迷还不如日本的鸭子,辱骂,
很遗憾因为腹股沟有伤没能在香港站的友谊赛中出场，我的伤处发肿并有痛感。所以我没握手，因为腹股沟疼不握手，原来是用沟子握手,色情污秽,
梅西和它的球迷都是牲口,辱骂,
这就急了，呦西大佐只配吃我的粪便,辱骂,
来了霉稀这辈子都不会草拟的烂鼻哈,色情污秽,
跪下给我舔,色情污秽,
不是梅毒激素侏儒双亲墓杯?,辱骂,
跪下给哟西口!,色情污秽,
不知道请出穆勒和格策能不能镇住潘帕斯侏儒和他的野勾粉丝们,辱骂,
你家祖坟多的装不完了是吧,辱骂,
音道撕裂嘛，哟西日常,色情污秽,
符合我对梅结晶邪教群体的刻板印象,歧视,
大过年的你家不出点白事我是不认可的,辱骂,
好急啊，像你这种的小件货扔路上踩一脚我都晦气，滚回下水道好吗呦西的小老鼠,辱骂,
微博的女的是跪得真快，真能舔,歧视,
真球迷早就去日本舔它鞋底了，你咋还在这儿？,辱骂,
忠义两难全，梅西好大儿。你是这个,辱骂,
梅西是你爹是不，满地都可以看到你跪下的影子,辱骂,
预支你妈，饺子不速冻跟个啥笔一样天天包？,辱骂,
广东人的优越感真不知道怎么这么多，一会又谁看春晚啊，一会又谁家过年吃饺子啊，你不看就是有人看，他们不配吗？,歧视,
啥南北棒子对轰？,歧视,
你们外地人来给我们造成了多大的影响啊白天堵车晚上扰民的,歧视,
我是正黄旗的，你这臭外地的！,歧视,
云南缅北一家人,歧视,
让一让他，毕竟在四五线城市开演唱会太掉身价了。,歧视,
那太好了，我们南方人就是看不惯北方人，你们那口音在我们这就是人见人打的程度。,歧视,
你以为我的防和你木的处女莫一样说破就破吗,辱骂,
广西穷是有原因的,歧视,
你这比养的，要不是国家强大了，没人敢欺负了，才这么和平，你真是不知足。你就该被扔到战争地区，让你吃个饭都不安宁,辱骂,
狗子过年领狗粮了吗？,辱骂,
殖人只会围中救爹捏,辱骂,
殖人不敢面对现实,辱骂,
\r\nQQ群139435310【神话丶失去你又何妨ゝ】,广告骚扰,
都他妈RMB惹的货。。。,辱骂,
【石家庄博大皮肤病医院】,广告骚扰,
你2B我忍了，但你能不能有点限度。,辱骂,
www.zrlhb.com自然绿环保，专业环保工程，环保批文，环保手续办理等!,广告骚扰,
潮流女装店铺地址,广告骚扰,
最近连股市也疯狂了，炒股的朋友来一起玩玩【93443984】,广告骚扰,
大家看看,广告骚扰,
方就是一个二bcnm社会垃j,辱骂,
方方直接参与代笔《儿子韩寒》？,辱骂,
MLGB的方舟子你怎样都有话说，真的不知道该怎么骂你了　跟韩寒路金波争名气有意思吗你争的过吗！,辱骂,
”更多邪恶内涵欢迎收听【@22】,广告骚扰,
推荐一篇文章《忽悠的原理和技巧》,广告骚扰,
你方舟子活像一只疯狗，不敢上法庭因为你没证据，你没证据就一直主观论断强词夺理,辱骂,
你妈的说人家不好，你水平高！,辱骂,
"&lt;ahref=\""",广告骚扰,
一只专咬名人的狗，搅屎棍！,辱骂,
傻逼韩粉们，傻眼了吧。。。,歧视,
他们都是裆的长期培养洗脑的产物,辱骂,
2b真多。,辱骂,
分享:韩寒疑案——福尔摩斯对韩寒事件的分析【猫眼看人】-凯迪社区,广告骚扰,
?告别单身请收听&gt;&gt;@42,广告骚扰,
愚蠢的韩粉们，傻眼了吧，你们的偶像都要逃了,歧视,
鄙视方舟子，他是美国人养的一条疯狗，一下咬这个，一下咬那个，当年xxx雇人用铁锤把他砸死就好了，现在这样半脑瘫不脑瘫的，给社会添麻烦。,辱骂,
方，一个2B中年……,辱骂,
card=47994账户密码泄露#\r,广告骚扰,
【网易读书】曹长青：韩寒，中国文坛的最大骗局,广告骚扰,
就在淘宝店,广告骚扰,
方舟子就是个大傻逼,辱骂,
《》全集高清观看：,广告骚扰,
亲，我的店铺现有全国移动，联通，电信.Q币，游戏充值充值地址,广告骚扰,
嗨，在我们学校这TM太正常了。。。,辱骂,
炒股散户交流+++++++++++++++⑧⑨⑤⑦④⑦③①短线盈利模式选股方案！,广告骚扰,
《》全集高清观看：,广告骚扰,
《爱情呼叫转移Ⅱ：爱情左右》免费下载：,广告骚扰,
这些王八蛋，毁的中国还不够！,辱骂,
饺子热线18831155521充话费，充Q币请到,广告骚扰,
不过是WBD教出来的！,辱骂,
校长是个b,辱骂,
我草你妈，这个社会真的是不知道怎么说了，你们这些狗日的老师，还有医生，一大半都是你妈狗屎,辱骂,
炒股进群————【７４７１/衰６４９７】想学习炒股的进群,广告骚扰,
电影王朝www.dywc.net欢迎观看最新电影，电视剧，综艺节目，更新很及时！,广告骚扰,
转眼到了21世纪，电灯取代了蜡烛，于是：君无戏言，这些王八果真全当了官！,辱骂,
《最后的礼物》免费下载：,广告骚扰,
【2012韩版女式新款包包女包大容量包单肩斜挎包时尚包包手提包】,广告骚扰,
这些人脑子被驴踢了！,辱骂,
啥B,辱骂,
【首页-夏娃爱--淘宝网】足不出户，在这里买衣服.,广告骚扰,
太没人性了畜生,辱骂,
道歉有用~要警察干什么~我把你儿子揍成伤残~给你道歉可以不~MLGB~,辱骂,
操你妈小比崽子死于非命人肉搜索没教养的东西,辱骂,
:诚信互听，在线秒、回/抱拳从此我们彼此互听心声，成为心灵的挚友！,广告骚扰,
tamed没有一点道德！,辱骂,
跟你媽傻逼一樣，你媽沒教你禮貌嗎？,辱骂,
你内张脸长地比盆骨都标志。,辱骂,
我给狗扔块骨头它都知道冲我摇摇尾巴，你算什么啊,辱骂,
恶搞歪歌《为什么你的老婆比我多》很搞笑，希望大家喜欢！,广告骚扰,
畜生啊，真是杯具啊，其父母连这都不如啊！,辱骂,
SB的父母教出2B的孩子不解释,辱骂,
韩国发饰品绝美精致珍珠镶钻复古发夹三支入;售价:9.9元,广告骚扰,
却抵挡不住小三的贱肉。,辱骂,
看到烂货！就不放口！,辱骂,
成功的女人白天特牛B，晚上B特牛。失败的女人白天B事多，晚上B没事。,色情污秽,
流氓女青年的基本特点：抽烟喝酒、外貌不丑、没有男友、生活靠手。,色情污秽,
教开网店，联系QQ：308506620＝,广告骚扰,
多少老总包二奶，多少二奶养靓仔。,色情污秽,
红包网特供79元华伦天奴时尚男士牛皮单肩背包,广告骚扰,
我付钱你爽我也爽而已！,色情污秽,
你妈的bi真不错，狗屁不是,色情污秽,
你这小骚货现在在这装上清纯了,色情污秽,
说了这么多你不就是在用metoo一个特例来给你骡子洗白么还顺便把metoo骂得这么狗屁不是,辱骂,
男同事对我说路边开的树有一股精液的味道，我说你说错了，这是臭椿，有怪味的是石楠。,色情污秽,
拜金荡妇田园女权尽管贴我身上，我不吃这一套,色情污秽,
我现实里都天天指着我妈脑门子骂她是驴,辱骂,
今天你妈头七你妈在阴曹地府喊你给她烧纸呢,辱骂,
刘强东在车上就想车震，司机熟视无睹，看来表面兄弟刘强东不是第一次干这个事，后来在寓所强行发生性行为,色情污秽,
这年代还真有人敢冲田园女？不会吧不会吧,歧视,
你自己不会思考，智商低能儿就不要到处发言，回家带孩子比较适合你，自己不会思考？人人皆你妈？,辱骂,
一天到晚说“奥利给”“唱跳rap”还有其他睿智发言，各个都很丑，还说只要坐在那里就有女生倒贴，乌鸡鲅鱼,歧视,
男的人均杀人凶手，每次杀几个亿，建议只要撸过的统统就地正法,色情污秽,
配图那个是弱智而觉的别人也和ta一样弱智吗？,辱骂,
那您作为一个女孩不关心自己的权利天天给抢你资源的蝻站什么街呢？,辱骂,
微博女权婊人数还是相当多的！不然微博风气不可能这么双标！,辱骂,
都一样可怕。上回见个屌癌看不上全中国女性,色情污秽,
好莱坞矫枉过正，而国内的女星还在被泼脏水骂荡妇,色情污秽,
也不知道高中说我穿齐b短裤的男生们长大了没可别长成柯洁这样太丑,色情污秽,
自己屁股上糊着屎，还出来说着不割席，温和派容忍污点存在。本质上还是符合自身利益。,辱骂,
硬说玩梗，还觉得不理解梗的女的是母狗罢了，我也是真的不理解。,辱骂,
说我脑补…他就算挺文明的了，刚才那条被按头母狗了,辱骂,
蛆就喜欢造谣，栽赃给女权，各种各样的谣言已经听了很多了,辱骂,
所谓的女权婊其实心理还是男权为中心，把自己摆在附属品的位置争夺物质，以为要的越多，才是真正的女权。,歧视,
生下女奴或者生下奴隶主都是我不愿意的,歧视,
那只收养女儿给养父玩的，离了恋童癖养父养不活自己吧,色情污秽,
一群屌子天天在那说自己睡到了xxx我她妈一脚给你踢断,色情污秽,
你的屌价好高哦，要到李嘉诚这个级别的才能纡尊降贵勉强赐姓呢。哄抬屌价大法第一章：空手套白狼之改姓大法。,色情污秽,
蝻蛆以为只要爆吧一样爆了他们心中的女权领头，女权就会像蝻蛆势力一样一哄而散，但是女权是散装的野生geming，,辱骂,
你妈把胎盘养大了！自己看有当时是床照，男的笑的很开心，而且爆出是因为女的钱没给到位才被爆出来。胎盘君看清楚再来辩吧,辱骂,
“国蝻没有共情能力”，“国蝻99%都是犯罪者”,歧视,
结婚不生育，男的要她干嘛，在家当一个发泄工具？我在街上找一个都比活好，而且结婚还要彩礼，玩呢？不生小孩有多远滚多远，找个鸡都比她爽,歧视,
死灰复燃啊哈哈哈哈哈哈哈哈哈终于承认自己劣根屌丝基因是骨子里自带的,辱骂,
赔钱货妻妾鸡的目的就是渲染悲情，故意永远停留在杯具中,色情污秽,
大部分父系女都有拜屌仇女思想，只爱儿子憎恨女儿，真正爱女儿的大概也只有接触了女权思想的。,歧视,
我觉得有些女性简直是毒药没有屌确是屌癌,歧视,
女权婊和直男癌还有中间挑事儿的狗逼什么时候死？？？？？既然对对方恶意都这么滔天我奉劝都回家质问一下自己妈,歧视,
你就是用鸡屎混着鸡汤喝，非得强调鸡汤有营养，无视鸡屎也一起被灌下去。,辱骂,
哈哈哈傻b男人太多不太懂我就自己偷着乐,辱骂,
那些田园女权，见到有钱的男人恨不得马上撅起屁股当母,辱骂,
是是是，你喜欢，你喜欢伺候金针菇三厘米，你喜欢带娃做家务，生娃跟男人姓，完了还要被男人嫌弃打压,歧视,
是的，一样是国楠呀，享尽男人红利，不用生育白得一个后人，这要是但凡我妈长点脑子，他都不会有机会传基因,歧视,
我好好一个人跟个蛆较什么劲呐一把火烧干净拉倒,辱骂,
昨天那个吃蝙蝠影响睾丸的底下就很多评论说让你在为了壮阳吃蝙蝠,色情污秽,
撸你的图去把。屌丝,色情污秽,
唉，但凡蛆们说话能有点水平，我都觉得这番辩论还算是有趣的,辱骂,
现实男同圈大半人滥交约p，支持代孕，你当看耽文呢，乖孙子这么支持去给你txl当同妻去吧。然后生完孩子再被家暴吧。我看你是个憨憨,歧视,
你们男犬什么时候被双洞齐入肏你肛血直流啊,色情污秽,
你不装，你很坦然的显示你是个淫荡的弱智鸡这一事实，不错，你下面那个东西不就是让母鸡踩的吗，你就是只弱智鸡，淫荡的鸡。行了,色情污秽,
我现在是懒得和傻屌女奴争论了，让他们活在自己的世界就好了，来乱吠的就马上拉黑,歧视,
我他妈真的是你能不能滚蛋1我就问你谁先跟我提婊的。你个死直男。你个直男癌,歧视,
我就想说，所有信伊斯兰教的这种男人都应该石头砸死！！！,歧视,
屌子语录：你们都是伪女权。谁是真女权我说了算。屌子语录：女人生孩子跟男人姓=男女平等。原来不打女人就等于照顾和关爱了，真珍贵啊,歧视,
虽然我成不了杨丽萍，但我只要活得比母猪好，就可以不做母猪啊…,色情污秽,
渴男女想靠卖逼上位就要承担赌输的后果呗她们重点才不是在代孕上面,色情污秽,
你怕是个女的吧，男的说不硬就不硬的吗？你来表演个闭阴来试试？,色情污秽,
在一些男人眼里，有本事的女人可能比妓女还不如，自己搞不到的最好死掉，才比较让人舒心些,歧视,
那你好好出去分泌你的激素，记住必要时好好憋住，我怕你的激素把你女患者的雅震碎,歧视,
骨灰拌饭也该吃完了吧？哦不对，你哪来的？你去拼多多拼个野妈吧，毕竟你亲妈是山东人杀的，我决定代表山东人给你捐1分买妈费,辱骂,
我看你婊子妈子宫内壁缺了一块我拿一块浆糊用透明胶给她微微一粘贴,辱骂,
我踩着你亲母尸体与异常白带做的七彩祥云前来绞杀你父和你的病变脑垂体靴靴。既然你说别人都躲得远远的,辱骂,
母狗是我逼你们说的一口一个母狗合着都是我的猜想？打靶当然要有真的靶子才能打被打的人才会急得跳脚啊,色情污秽,
操他妈还是给人当妈的这孩子早了什么孽。你难不成是个理解残废？,辱骂,
你微博里10块钱的破烂还没卖出去呀，尼玛卖一辈子也挣不了10块钱。你婊子妈子宫肌瘤过多花重金邀请我去给她治疗我就拿着一颗原子弹在她子宫里引爆,辱骂,
你叫唤你妈呢？你这阅读理解能力是狗吧？再退一步,辱骂,
对受害者进行荡妇羞辱才下作。怎么叫女权婊？,歧视,
怪不得木姐说现在男的都变异了啊哈哈哈，他们特么怎么不去卖屁股自己还钱呢？看来他们屁股没人要,歧视,
难道不应该因为男人吃蝙蝠而掀起厌男潮吗？男人一直都在毁灭世界。,歧视,
男同=男性+同性恋，双倍杀伤力，别想着他们会跟女人站同一阵营，几乎没有不厌女的。,歧视,
她们的子宫被男人把持着，被迫生下不喜欢的后代，最后把愤怒发泄在孩子身上，她们不是母亲，是母怅鬼,歧视,
审你妈滚，你要争取什么权利你去好好争取,辱骂,
蛆吸了提高x能力所以人家认为男性吸du不是错啊,辱骂,
看她舔的姿势多标准，蝻主子快夸她夸她,色情污秽,
都是一堆底层穷鬼上网泄愤找存在感罢了,辱骂,
都是一堆底层女穷鬼上网泄愤找存在感罢了,歧视,
逼癌女犬天天狗吠也是个卖不出去没人要的劣质b啊，可怜你只好跟你妈玩拉拉了，被你妈用手指操了很多次了吧婊子,辱骂,
说的自己跟圣母似的，其实大多是些女垃圾。人格低劣，的确是需要管教。,歧视,
你以为这些女的是啥人，吃里扒外，狼心狗肺,歧视,
女性堕落，总是从性放荡开始的，可以说不算什么恶,歧视,
它们是妓女生的婊子养的杂种。跟它们那些没素质的东西不用提素质两个字。,辱骂,
看了一圈这群女犬的微博，简直是三观尽毁,歧视,
借精生孩子。。。借一个精子还一个孩子那种？精子质量怎么样，有25以下180+么？,色情污秽,
防着蛆就已经很难了，女性不应该站在女性这一边吗！,歧视,
有遇到过，然后我建议他去泰国变性也能有那么多好处了。就是要骑驴呗，男的都鸡贼啊,歧视,
老娘想一拳锤爆那群金针菇的脑袋,歧视,
可以证明你是个没脑子的田园女权婊了,歧视,
美国人都特么精虫上脑，太不尊重女性了,歧视,
沉浸在爱情中的主妇不是整天说女权是“集体狂欢的怨妇”、“荡妇”、“丑的没人要的老处女”,歧视,
还有母畜生跑去写男主种马文的，还嗑一夫多妻，甚至看到女主控处男控嗑一夫多妻,辱骂,
你老爸操了你屁眼你男友操了你妈你才这么仇男吧,色情污秽,
我觉得这帮蛆跟纳粹没什么区别，说出的话做出的事恶毒至极,歧视,
你这话逻辑不对，是蝻犬利用女性去吃其他女性,歧视,
欧美男人都觉得给女人拎包是软蛋的代表,歧视,
戚薇居然敢说女人不是生育工具也太极端了,歧视,
“国外”也不是那么美好吧，你看欧美的女权组织多少在跪舔伊斯兰……,歧视,
说这句话的时候不想想她妈也是母猪,辱骂,
因为黑人种族不会生育白人种族，但是所有男人都是女人生的,歧视,
底下一群loser还在替这个老母狗洗白，我骂变态老母狗，这群loser气急败坏上来就疯狂辱骂我，看到她们气急败坏我就放心了,辱骂,
恶臭蝈蝻还要让女生生了孩子自己养活自己,歧视,
但是我觉得荡妇羞辱女性的不管人品如何……都是直男癌……,色情污秽,
女拳与慕洋犬高度重合，竟以不忠不孝为荣。,歧视,
那女人弄个顺眼的精子来生孩子不是一个意思么,色情污秽,
就是有你这样的老鼠屎才导致圈子风评败坏的,辱骂,
我去nm的，纯纯放屁,辱骂,
【6516546815】正经厂家，收获批发,广告骚扰,
516516+5544，高清观看，绝对免费,广告骚扰,
你的诅咒全部回向给你，你阴茎得癌，你阳痿早泄，你断子绝孙，你不孕不育,辱骂,
洗地狗给爷爬，听懂了么？谁想和蛔虫在一个思维频道？,辱骂,
把自己代入婚驴当然会觉得自己被骂了，呵呵,歧视,
骡子是不能生，单女只是不想生而已,歧视,
吊蛆没妈就只能在地下装死实锤了,辱骂,
蝈蝻都是矮矬穷恶臭屌癌没有女人喜欢天天在网上找存在感,歧视,
男人更喜欢高谈阔论还狗屁不通,歧视,
兄弟们看见没，炸出三只女权婊咯,歧视,
女权需要你这根金针菇来定义？未免太高估了自己裤裆,辱骂,
姐妹是不是有点太避重就轻了...怎么没人骂那些狗男人呢？,歧视,
你妈死了，来这里送妈。你妈丧事办了吗,辱骂,
还有传统文化，你个白痴弱智。什么叫企图。,辱骂,
小学的臭逼婊子还在沉迷玛丽苏和毒鸡汤，杀了下辈子做鸡吧。哪个小学的，,辱骂,
再见，打这么多字真是辛苦你了呢～可惜你只是一个自以为是满脑废料的卑微蝈蝻,歧视,
张艺兴是女人，有阴蒂，有子宫，被强奸会怀孕，望周知,辱骂,
不婚骡子害挺可爱的哈哈哈哈哈哈哈所以你看!,歧视,
